Using device: cuda
Episode 0, Total Reward: 2.0, Total Frames: 23, epsilon 0.9999769999999993
Episode 10166, Total Reward: 0.0, Total Frames: 67055, epsilon 0.9329449999980718
Episode 10167, Total Reward: 1.0, Total Frames: 67067, epsilon 0.9329329999980714
Episode 10168, Total Reward: 0.0, Total Frames: 67069, epsilon 0.9329309999980714
Episode 10169, Total Reward: 0.0, Total Frames: 67071, epsilon 0.9329289999980713
Episode 10170, Total Reward: 0.0, Total Frames: 67073, epsilon 0.9329269999980713
Episode 10171, Total Reward: 0.0, Total Frames: 67075, epsilon 0.9329249999980712
Episode 10172, Total Reward: 2.0, Total Frames: 67093, epsilon 0.9329069999980707
Episode 10173, Total Reward: 0.0, Total Frames: 67095, epsilon 0.9329049999980706
Episode 10174, Total Reward: 0.0, Total Frames: 67097, epsilon 0.9329029999980706
Episode 10175, Total Reward: 0.0, Total Frames: 67099, epsilon 0.9329009999980705
Episode 10176, Total Reward: 2.0, Total Frames: 67117, epsilon 0.93288299999807
Episode 10177, Total Reward: 1.0, Total Frames: 67133, epsilon 0.9328669999980695
Episode 10178, Total Reward: 1.0, Total Frames: 67151, epsilon 0.932848999998069
Episode 10179, Total Reward: 0.0, Total Frames: 67153, epsilon 0.932846999998069
Episode 10180, Total Reward: 0.0, Total Frames: 67155, epsilon 0.9328449999980689
Episode 10181, Total Reward: 0.0, Total Frames: 67157, epsilon 0.9328429999980689
Episode 10182, Total Reward: 2.0, Total Frames: 67175, epsilon 0.9328249999980683
Episode 10183, Total Reward: 0.0, Total Frames: 67177, epsilon 0.9328229999980683
Episode 10184, Total Reward: 1.0, Total Frames: 67191, epsilon 0.9328089999980679
Episode 10185, Total Reward: 0.0, Total Frames: 67193, epsilon 0.9328069999980678
Episode 10186, Total Reward: 0.0, Total Frames: 67195, epsilon 0.9328049999980678
Episode 10187, Total Reward: 4.0, Total Frames: 67231, epsilon 0.9327689999980667
Episode 10188, Total Reward: 3.0, Total Frames: 67263, epsilon 0.9327369999980658
Episode 10189, Total Reward: 0.0, Total Frames: 67265, epsilon 0.9327349999980658
Episode 10190, Total Reward: 1.0, Total Frames: 67279, epsilon 0.9327209999980653
Episode 10191, Total Reward: 0.0, Total Frames: 67281, epsilon 0.9327189999980653
Episode 10192, Total Reward: 0.0, Total Frames: 67283, epsilon 0.9327169999980652
Episode 10193, Total Reward: 1.0, Total Frames: 67296, epsilon 0.9327039999980649
Episode 10194, Total Reward: 0.0, Total Frames: 67298, epsilon 0.9327019999980648
Episode 10195, Total Reward: 1.0, Total Frames: 67312, epsilon 0.9326879999980644
Episode 10196, Total Reward: 0.0, Total Frames: 67314, epsilon 0.9326859999980643
Episode 10197, Total Reward: 0.0, Total Frames: 67316, epsilon 0.9326839999980643
Episode 10198, Total Reward: 1.0, Total Frames: 67327, epsilon 0.932672999998064
Episode 10199, Total Reward: 0.0, Total Frames: 67334, epsilon 0.9326659999980638
Episode 10200, Total Reward: 0.0, Total Frames: 67336, epsilon 0.9326639999980637
Episode 10201, Total Reward: 3.0, Total Frames: 67369, epsilon 0.9326309999980628
Episode 10202, Total Reward: 0.0, Total Frames: 67371, epsilon 0.9326289999980627
Episode 10203, Total Reward: 1.0, Total Frames: 67383, epsilon 0.9326169999980624
Episode 10204, Total Reward: 1.0, Total Frames: 67401, epsilon 0.9325989999980618
Episode 10205, Total Reward: 0.0, Total Frames: 67403, epsilon 0.9325969999980618
Episode 10206, Total Reward: 0.0, Total Frames: 67405, epsilon 0.9325949999980617
Episode 10207, Total Reward: 1.0, Total Frames: 67416, epsilon 0.9325839999980614
Episode 10208, Total Reward: 0.0, Total Frames: 67418, epsilon 0.9325819999980614
Episode 10209, Total Reward: 0.0, Total Frames: 67420, epsilon 0.9325799999980613
Episode 10210, Total Reward: 1.0, Total Frames: 67433, epsilon 0.9325669999980609
Episode 10211, Total Reward: 0.0, Total Frames: 67440, epsilon 0.9325599999980607
Episode 10212, Total Reward: 0.0, Total Frames: 67442, epsilon 0.9325579999980607
Episode 10213, Total Reward: 0.0, Total Frames: 67444, epsilon 0.9325559999980606
Episode 10214, Total Reward: 0.0, Total Frames: 67446, epsilon 0.9325539999980605
Episode 10215, Total Reward: 0.0, Total Frames: 67448, epsilon 0.9325519999980605
Episode 10216, Total Reward: 1.0, Total Frames: 67461, epsilon 0.9325389999980601
Episode 10217, Total Reward: 0.0, Total Frames: 67463, epsilon 0.9325369999980601
Episode 10218, Total Reward: 0.0, Total Frames: 67465, epsilon 0.93253499999806
Episode 10219, Total Reward: 0.0, Total Frames: 67467, epsilon 0.9325329999980599
Episode 10220, Total Reward: 0.0, Total Frames: 67469, epsilon 0.9325309999980599
Episode 10221, Total Reward: 0.0, Total Frames: 67471, epsilon 0.9325289999980598
Episode 10222, Total Reward: 1.0, Total Frames: 67482, epsilon 0.9325179999980595
Episode 10223, Total Reward: 0.0, Total Frames: 67484, epsilon 0.9325159999980595
Episode 10224, Total Reward: 0.0, Total Frames: 67486, epsilon 0.9325139999980594
Episode 10225, Total Reward: 0.0, Total Frames: 67488, epsilon 0.9325119999980593
Episode 10226, Total Reward: 0.0, Total Frames: 67490, epsilon 0.9325099999980593
Episode 10227, Total Reward: 0.0, Total Frames: 67492, epsilon 0.9325079999980592
Episode 10228, Total Reward: 0.0, Total Frames: 67494, epsilon 0.9325059999980592
Episode 10229, Total Reward: 0.0, Total Frames: 67496, epsilon 0.9325039999980591
Episode 10230, Total Reward: 2.0, Total Frames: 67514, epsilon 0.9324859999980586
Episode 10231, Total Reward: 0.0, Total Frames: 67516, epsilon 0.9324839999980585
Episode 10232, Total Reward: 0.0, Total Frames: 67518, epsilon 0.9324819999980585
Episode 10233, Total Reward: 1.0, Total Frames: 67531, epsilon 0.9324689999980581
Episode 10234, Total Reward: 0.0, Total Frames: 67533, epsilon 0.932466999998058
Episode 10235, Total Reward: 0.0, Total Frames: 67535, epsilon 0.932464999998058
Episode 10236, Total Reward: 0.0, Total Frames: 67537, epsilon 0.9324629999980579
Episode 10237, Total Reward: 0.0, Total Frames: 67539, epsilon 0.9324609999980579
Episode 10238, Total Reward: 0.0, Total Frames: 67541, epsilon 0.9324589999980578
Episode 10239, Total Reward: 2.0, Total Frames: 67561, epsilon 0.9324389999980572
Episode 10240, Total Reward: 0.0, Total Frames: 67563, epsilon 0.9324369999980572
Episode 10241, Total Reward: 0.0, Total Frames: 67565, epsilon 0.9324349999980571
Episode 10242, Total Reward: 0.0, Total Frames: 67567, epsilon 0.9324329999980571
Episode 10243, Total Reward: 0.0, Total Frames: 67569, epsilon 0.932430999998057
Episode 10244, Total Reward: 0.0, Total Frames: 67571, epsilon 0.932428999998057
Episode 10245, Total Reward: 1.0, Total Frames: 67584, epsilon 0.9324159999980566
Episode 10246, Total Reward: 0.0, Total Frames: 67591, epsilon 0.9324089999980564
Episode 10247, Total Reward: 0.0, Total Frames: 67593, epsilon 0.9324069999980563
Episode 10248, Total Reward: 0.0, Total Frames: 67595, epsilon 0.9324049999980563
Episode 10249, Total Reward: 0.0, Total Frames: 67597, epsilon 0.9324029999980562
Episode 10250, Total Reward: 0.0, Total Frames: 67599, epsilon 0.9324009999980561
Episode 10251, Total Reward: 0.0, Total Frames: 67601, epsilon 0.9323989999980561
Episode 10252, Total Reward: 2.0, Total Frames: 67621, epsilon 0.9323789999980555
Episode 10253, Total Reward: 0.0, Total Frames: 67623, epsilon 0.9323769999980555
Episode 10254, Total Reward: 0.0, Total Frames: 67625, epsilon 0.9323749999980554
Episode 10255, Total Reward: 0.0, Total Frames: 67627, epsilon 0.9323729999980553
Episode 10256, Total Reward: 1.0, Total Frames: 67639, epsilon 0.932360999998055
Episode 10257, Total Reward: 0.0, Total Frames: 67641, epsilon 0.9323589999980549
Episode 10258, Total Reward: 0.0, Total Frames: 67643, epsilon 0.9323569999980549
Episode 10259, Total Reward: 0.0, Total Frames: 67645, epsilon 0.9323549999980548
Episode 10260, Total Reward: 0.0, Total Frames: 67647, epsilon 0.9323529999980548
Episode 10261, Total Reward: 1.0, Total Frames: 67660, epsilon 0.9323399999980544
Episode 10262, Total Reward: 0.0, Total Frames: 67662, epsilon 0.9323379999980543
Episode 10263, Total Reward: 0.0, Total Frames: 67664, epsilon 0.9323359999980543
Episode 10264, Total Reward: 2.0, Total Frames: 67684, epsilon 0.9323159999980537
Episode 10265, Total Reward: 0.0, Total Frames: 67686, epsilon 0.9323139999980536
Episode 10266, Total Reward: 0.0, Total Frames: 67688, epsilon 0.9323119999980536
Episode 10267, Total Reward: 0.0, Total Frames: 67690, epsilon 0.9323099999980535
Episode 10268, Total Reward: 0.0, Total Frames: 67692, epsilon 0.9323079999980535
Episode 10269, Total Reward: 0.0, Total Frames: 67694, epsilon 0.9323059999980534
Episode 10270, Total Reward: 0.0, Total Frames: 67696, epsilon 0.9323039999980534
Episode 10271, Total Reward: 0.0, Total Frames: 67707, epsilon 0.932292999998053
Episode 10272, Total Reward: 0.0, Total Frames: 67709, epsilon 0.932290999998053
Episode 10273, Total Reward: 0.0, Total Frames: 67711, epsilon 0.9322889999980529
Episode 10274, Total Reward: 0.0, Total Frames: 67713, epsilon 0.9322869999980529
Episode 10275, Total Reward: 0.0, Total Frames: 67715, epsilon 0.9322849999980528
Episode 10276, Total Reward: 0.0, Total Frames: 67717, epsilon 0.9322829999980528
Episode 10277, Total Reward: 2.0, Total Frames: 67735, epsilon 0.9322649999980522
Episode 10278, Total Reward: 0.0, Total Frames: 67737, epsilon 0.9322629999980522
Episode 10279, Total Reward: 0.0, Total Frames: 67739, epsilon 0.9322609999980521
Episode 10280, Total Reward: 0.0, Total Frames: 67741, epsilon 0.9322589999980521
Episode 10281, Total Reward: 1.0, Total Frames: 67754, epsilon 0.9322459999980517
Episode 10282, Total Reward: 0.0, Total Frames: 67756, epsilon 0.9322439999980516
Episode 10283, Total Reward: 0.0, Total Frames: 67758, epsilon 0.9322419999980516
Episode 10284, Total Reward: 1.0, Total Frames: 67772, epsilon 0.9322279999980512
Episode 10285, Total Reward: 0.0, Total Frames: 67774, epsilon 0.9322259999980511
Episode 10286, Total Reward: 1.0, Total Frames: 67787, epsilon 0.9322129999980507
Episode 10287, Total Reward: 0.0, Total Frames: 67789, epsilon 0.9322109999980507
Episode 10288, Total Reward: 0.0, Total Frames: 67791, epsilon 0.9322089999980506
Episode 10289, Total Reward: 0.0, Total Frames: 67793, epsilon 0.9322069999980506
Episode 10290, Total Reward: 0.0, Total Frames: 67795, epsilon 0.9322049999980505
Episode 10291, Total Reward: 0.0, Total Frames: 67797, epsilon 0.9322029999980505
Episode 10292, Total Reward: 0.0, Total Frames: 67799, epsilon 0.9322009999980504
Episode 10293, Total Reward: 3.0, Total Frames: 67832, epsilon 0.9321679999980494
Episode 10294, Total Reward: 0.0, Total Frames: 67834, epsilon 0.9321659999980494
Episode 10295, Total Reward: 0.0, Total Frames: 67836, epsilon 0.9321639999980493
Episode 10296, Total Reward: 0.0, Total Frames: 67838, epsilon 0.9321619999980493
Episode 10297, Total Reward: 1.0, Total Frames: 67849, epsilon 0.932150999998049
Episode 10298, Total Reward: 0.0, Total Frames: 67851, epsilon 0.9321489999980489
Episode 10299, Total Reward: 1.0, Total Frames: 67865, epsilon 0.9321349999980485
Episode 10300, Total Reward: 0.0, Total Frames: 67867, epsilon 0.9321329999980484
Episode 10301, Total Reward: 0.0, Total Frames: 67869, epsilon 0.9321309999980484
Episode 10302, Total Reward: 0.0, Total Frames: 67871, epsilon 0.9321289999980483
Episode 10303, Total Reward: 1.0, Total Frames: 67885, epsilon 0.9321149999980479
Episode 10304, Total Reward: 0.0, Total Frames: 67887, epsilon 0.9321129999980479
Episode 10305, Total Reward: 1.0, Total Frames: 67899, epsilon 0.9321009999980475
Episode 10306, Total Reward: 0.0, Total Frames: 67901, epsilon 0.9320989999980475
Episode 10307, Total Reward: 0.0, Total Frames: 67903, epsilon 0.9320969999980474
Episode 10308, Total Reward: 0.0, Total Frames: 67905, epsilon 0.9320949999980473
Episode 10309, Total Reward: 0.0, Total Frames: 67907, epsilon 0.9320929999980473
Episode 10310, Total Reward: 1.0, Total Frames: 67918, epsilon 0.932081999998047
Episode 10311, Total Reward: 0.0, Total Frames: 67920, epsilon 0.9320799999980469
Episode 10312, Total Reward: 0.0, Total Frames: 67922, epsilon 0.9320779999980469
Episode 10313, Total Reward: 0.0, Total Frames: 67924, epsilon 0.9320759999980468
Episode 10314, Total Reward: 0.0, Total Frames: 67926, epsilon 0.9320739999980467
Episode 10315, Total Reward: 0.0, Total Frames: 67928, epsilon 0.9320719999980467
Episode 10316, Total Reward: 0.0, Total Frames: 67930, epsilon 0.9320699999980466
Episode 10317, Total Reward: 1.0, Total Frames: 67941, epsilon 0.9320589999980463
Episode 10318, Total Reward: 0.0, Total Frames: 67943, epsilon 0.9320569999980463
Episode 10319, Total Reward: 0.0, Total Frames: 67945, epsilon 0.9320549999980462
Episode 10320, Total Reward: 1.0, Total Frames: 67957, epsilon 0.9320429999980459
Episode 10321, Total Reward: 0.0, Total Frames: 67959, epsilon 0.9320409999980458
Episode 10322, Total Reward: 0.0, Total Frames: 67961, epsilon 0.9320389999980457
Episode 10323, Total Reward: 4.0, Total Frames: 67999, epsilon 0.9320009999980446
Episode 10324, Total Reward: 1.0, Total Frames: 68011, epsilon 0.9319889999980443
Episode 10325, Total Reward: 0.0, Total Frames: 68013, epsilon 0.9319869999980442
Episode 10326, Total Reward: 0.0, Total Frames: 68015, epsilon 0.9319849999980442
Episode 10327, Total Reward: 0.0, Total Frames: 68017, epsilon 0.9319829999980441
Episode 10328, Total Reward: 0.0, Total Frames: 68019, epsilon 0.9319809999980441
Episode 10329, Total Reward: 0.0, Total Frames: 68021, epsilon 0.931978999998044
Episode 10330, Total Reward: 2.0, Total Frames: 68041, epsilon 0.9319589999980434
Episode 10331, Total Reward: 0.0, Total Frames: 68043, epsilon 0.9319569999980434
Episode 10332, Total Reward: 0.0, Total Frames: 68045, epsilon 0.9319549999980433
Episode 10333, Total Reward: 0.0, Total Frames: 68047, epsilon 0.9319529999980433
Episode 10334, Total Reward: 0.0, Total Frames: 68054, epsilon 0.9319459999980431
Episode 10335, Total Reward: 3.0, Total Frames: 68092, epsilon 0.931907999998042
Episode 10336, Total Reward: 1.0, Total Frames: 68106, epsilon 0.9318939999980416
Episode 10337, Total Reward: 0.0, Total Frames: 68114, epsilon 0.9318859999980413
Episode 10338, Total Reward: 0.0, Total Frames: 68116, epsilon 0.9318839999980413
Episode 10339, Total Reward: 0.0, Total Frames: 68118, epsilon 0.9318819999980412
Episode 10340, Total Reward: 0.0, Total Frames: 68120, epsilon 0.9318799999980412
Episode 10341, Total Reward: 1.0, Total Frames: 68133, epsilon 0.9318669999980408
Episode 10342, Total Reward: 0.0, Total Frames: 68135, epsilon 0.9318649999980407
Episode 10343, Total Reward: 1.0, Total Frames: 68149, epsilon 0.9318509999980403
Episode 10344, Total Reward: 0.0, Total Frames: 68151, epsilon 0.9318489999980403
Episode 10345, Total Reward: 0.0, Total Frames: 68153, epsilon 0.9318469999980402
Episode 10346, Total Reward: 0.0, Total Frames: 68155, epsilon 0.9318449999980402
Episode 10347, Total Reward: 2.0, Total Frames: 68179, epsilon 0.9318209999980395
Episode 10348, Total Reward: 0.0, Total Frames: 68188, epsilon 0.9318119999980392
Episode 10349, Total Reward: 0.0, Total Frames: 68190, epsilon 0.9318099999980392
Episode 10350, Total Reward: 1.0, Total Frames: 68203, epsilon 0.9317969999980388
Episode 10351, Total Reward: 0.0, Total Frames: 68205, epsilon 0.9317949999980387
Episode 10352, Total Reward: 0.0, Total Frames: 68207, epsilon 0.9317929999980387
Episode 10353, Total Reward: 2.0, Total Frames: 68227, epsilon 0.9317729999980381
Episode 10354, Total Reward: 0.0, Total Frames: 68229, epsilon 0.931770999998038
Episode 10355, Total Reward: 0.0, Total Frames: 68231, epsilon 0.931768999998038
Episode 10356, Total Reward: 0.0, Total Frames: 68233, epsilon 0.9317669999980379
Episode 10357, Total Reward: 0.0, Total Frames: 68235, epsilon 0.9317649999980379
Episode 10358, Total Reward: 0.0, Total Frames: 68237, epsilon 0.9317629999980378
Episode 10359, Total Reward: 0.0, Total Frames: 68239, epsilon 0.9317609999980377
Episode 10360, Total Reward: 0.0, Total Frames: 68241, epsilon 0.9317589999980377
Episode 10361, Total Reward: 0.0, Total Frames: 68243, epsilon 0.9317569999980376
Episode 10362, Total Reward: 0.0, Total Frames: 68245, epsilon 0.9317549999980376
Episode 10363, Total Reward: 0.0, Total Frames: 68247, epsilon 0.9317529999980375
Episode 10364, Total Reward: 0.0, Total Frames: 68249, epsilon 0.9317509999980375
Episode 10365, Total Reward: 1.0, Total Frames: 68262, epsilon 0.9317379999980371
Episode 10366, Total Reward: 0.0, Total Frames: 68264, epsilon 0.931735999998037
Episode 10367, Total Reward: 0.0, Total Frames: 68266, epsilon 0.931733999998037
Episode 10368, Total Reward: 0.0, Total Frames: 68268, epsilon 0.9317319999980369
Episode 10369, Total Reward: 0.0, Total Frames: 68270, epsilon 0.9317299999980369
Episode 10370, Total Reward: 0.0, Total Frames: 68272, epsilon 0.9317279999980368
Episode 10371, Total Reward: 1.0, Total Frames: 68285, epsilon 0.9317149999980364
Episode 10372, Total Reward: 0.0, Total Frames: 68310, epsilon 0.9316899999980357
Episode 10373, Total Reward: 0.0, Total Frames: 68312, epsilon 0.9316879999980356
Episode 10374, Total Reward: 0.0, Total Frames: 68314, epsilon 0.9316859999980356
Episode 10375, Total Reward: 0.0, Total Frames: 68316, epsilon 0.9316839999980355
Episode 10376, Total Reward: 0.0, Total Frames: 68318, epsilon 0.9316819999980355
Episode 10377, Total Reward: 0.0, Total Frames: 68320, epsilon 0.9316799999980354
Episode 10378, Total Reward: 0.0, Total Frames: 68322, epsilon 0.9316779999980354
Episode 10379, Total Reward: 1.0, Total Frames: 68335, epsilon 0.931664999998035
Episode 10380, Total Reward: 0.0, Total Frames: 68337, epsilon 0.9316629999980349
Episode 10381, Total Reward: 1.0, Total Frames: 68349, epsilon 0.9316509999980346
Episode 10382, Total Reward: 0.0, Total Frames: 68351, epsilon 0.9316489999980345
Episode 10383, Total Reward: 0.0, Total Frames: 68353, epsilon 0.9316469999980345
Episode 10384, Total Reward: 0.0, Total Frames: 68355, epsilon 0.9316449999980344
